2023/11/15  19:21
Units: N
Readings: Continuous
X-Axis: Time
设置位移：

Reading Load    Time [sec.]
1	0.00000	0.0000
2	0.00000	0.0500
3	0.00000	0.1000
4	0.00000	0.1500
5	0.00000	0.2000
6	0.00000	0.2510
7	0.00000	0.3000
8	0.00000	0.3500
9	0.00000	0.4000
10	0.00000	0.4500
11	0.00000	0.5000
12	0.00000	0.5500
13	0.00000	0.6010
14	0.00000	0.6500
15	0.00000	0.7000
16	0.00000	0.7500
17	0.00000	0.8000
18	0.00000	0.8500
19	0.00000	0.9000
20	0.00000	0.9510
21	0.00000	1.0000
22	0.00000	1.0500
23	0.00000	1.1000
24	0.00000	1.1500
25	0.00000	1.2000
26	0.00000	1.2510
27	0.00000	1.3000
28	0.00000	1.3500
29	0.00000	1.4000
30	0.00000	1.4500
31	0.00000	1.5000
32	0.00000	1.5500
33	0.00000	1.6010
34	0.00000	1.6500
35	0.00000	1.7000
36	0.00000	1.7500
37	0.00000	1.8000
38	0.00000	1.8500
39	0.00000	1.9000
40	0.00000	1.9500
41	0.00000	2.0010
42	0.00000	2.0500
43	0.00000	2.1000
44	0.00000	2.1500
45	0.00000	2.2000
46	0.00000	2.2510
47	0.00000	2.3000
48	0.00000	2.3500
49	0.00000	2.4000
50	0.00000	2.4500
51	0.00000	2.5000
52	0.00000	2.5500
53	0.00000	2.6000
54	0.00000	2.6500
55	0.00000	2.7000
56	0.00000	2.7500
57	0.00000	2.8000
58	0.00000	2.8500
59	0.00000	2.9000
60	0.00000	2.9500
61	0.00000	3.0020
62	0.00000	3.0500
63	0.00000	3.1000
64	0.00000	3.1500
65	0.00000	3.2000
66	0.00000	3.2500
67	0.00000	3.3010
68	0.00000	3.3500
69	0.00000	3.4000
70	0.00000	3.4500
71	0.00000	3.5000
72	0.00000	3.5500
73	0.00000	3.6000
74	0.00000	3.6500
75	0.00000	3.7010
76	0.00000	3.7500
77	0.00000	3.8000
78	0.00000	3.8500
79	0.00000	3.9000
80	0.00000	3.9500
81	0.00000	4.0000
82	0.00000	4.0500
83	0.00000	4.1010
84	0.00000	4.1500
85	0.00000	4.2010
86	0.00000	4.2500
87	0.00000	4.3000
88	0.00000	4.3500
89	0.00000	4.4000
90	0.00000	4.4500
91	0.00000	4.5000
92	0.00000	4.5500
93	0.00000	4.6010
